MAp,eps,omegah2,xf
2.572682578020e-01,3.222960800342e-04,1.210000000000e-01,1.960000000000e+01
2.534668365850e-01,3.174506236020e-04,1.220000000000e-01,1.960000000000e+01
2.534668365850e-01,3.197566299824e-04,1.200000000000e-01,1.960000000000e+01
2.497215855439e-01,3.172371888819e-04,1.190000000000e-01,1.960000000000e+01
2.497215855439e-01,3.151521808567e-04,1.200000000000e-01,1.960000000000e+01
2.460316747024e-01,3.106140351311e-04,1.200000000000e-01,1.960000000000e+01
2.423962863485e-01,3.061412380461e-04,1.200000000000e-01,1.960000000000e+01
2.388146148523e-01,3.017328485908e-04,1.220000000000e-01,1.950000000000e+01
2.388146148523e-01,3.039246788230e-04,1.200000000000e-01,1.950000000000e+01
2.352858664884e-01,3.017241681885e-04,1.260000000000e-01,1.950000000000e+01
2.352858664884e-01,3.094120352301e-04,1.200000000000e-01,1.960000000000e+01
2.318092592591e-01,3.149984657908e-04,1.290000000000e-01,1.950000000000e+01
2.318092592591e-01,3.272750187035e-04,1.210000000000e-01,1.960000000000e+01
2.283840227221e-01,3.461692683924e-04,1.190000000000e-01,1.960000000000e+01
2.283840227221e-01,3.438941073206e-04,1.210000000000e-01,1.960000000000e+01
2.250093978189e-01,3.613571164653e-04,1.170000000000e-01,1.960000000000e+01
2.250093978189e-01,3.556176732991e-04,1.210000000000e-01,1.960000000000e+01
2.216846367069e-01,3.677409030007e-04,1.170000000000e-01,1.960000000000e+01
2.216846367069e-01,3.619000660101e-04,1.210000000000e-01,1.960000000000e+01
2.184090025939e-01,3.682934443699e-04,1.180000000000e-01,1.950000000000e+01
2.184090025939e-01,3.641615818142e-04,1.200000000000e-01,1.950000000000e+01
2.151817695745e-01,3.664372298448e-04,1.190000000000e-01,1.950000000000e+01
2.151817695745e-01,3.640288597301e-04,1.200000000000e-01,1.950000000000e+01
2.120022224692e-01,3.638961860179e-04,1.190000000000e-01,1.950000000000e+01
2.120022224692e-01,3.615045166462e-04,1.210000000000e-01,1.950000000000e+01
2.088696566664e-01,3.589976785151e-04,1.210000000000e-01,1.940000000000e+01
2.057833779657e-01,3.565082239494e-04,1.200000000000e-01,1.940000000000e+01
2.027427024242e-01,3.540360324035e-04,1.200000000000e-01,1.940000000000e+01
1.997469562052e-01,3.515809841678e-04,1.200000000000e-01,1.940000000000e+01
1.967954754286e-01,3.491429603625e-04,1.200000000000e-01,1.940000000000e+01
1.938876060238e-01,3.467218429326e-04,1.200000000000e-01,1.940000000000e+01
1.910227035848e-01,3.443175146415e-04,1.200000000000e-01,1.930000000000e+01
1.882001332276e-01,3.419298590655e-04,1.210000000000e-01,1.930000000000e+01
1.854192694490e-01,3.395587605884e-04,1.220000000000e-01,1.930000000000e+01
1.854192694490e-01,3.420253636133e-04,1.200000000000e-01,1.930000000000e+01
1.826794959887e-01,3.421208948366e-04,1.200000000000e-01,1.930000000000e+01
1.799802056919e-01,3.422164527427e-04,1.210000000000e-01,1.930000000000e+01
1.773208003755e-01,3.423120373391e-04,1.230000000000e-01,1.930000000000e+01
1.773208003755e-01,3.463659131360e-04,1.200000000000e-01,1.930000000000e+01
1.747006906950e-01,3.505656867781e-04,1.220000000000e-01,1.930000000000e+01
1.747006906950e-01,3.531122456769e-04,1.210000000000e-01,1.930000000000e+01
1.721192960142e-01,3.599899797242e-04,1.230000000000e-01,1.930000000000e+01
