# DAMIC-M daily modulation
# Heavy mediator
# https://arxiv.org/pdf/2307.07251
# Mass [Mev]    sigma_e [cm^2]
0.5341614541212866	4.31018531481777e-30
0.546199856093384	2.8307229495304832e-30
0.5586478891435636	1.878852747777356e-30
0.571379616019528	1.2570919355872937e-30
0.5846523971145301	8.43712044273018e-31
0.599647444633947	5.594727284825175e-31
0.6156407683402478	3.6853497312594023e-31
0.6345265802037988	2.4495596115377873e-31
0.6555054133944371	1.6338395186362124e-31
0.679862712764508	1.0662533115321162e-31
0.704368840178726	6.960402937655846e-32
0.7297583081109142	4.7408604980895086e-32
0.7560629571884181	3.229088669673364e-32
0.7833157757562863	2.2294943865249482e-32
0.8115509412475578	1.5710435444368285e-32
0.8408038630447707	1.118401588400024e-32
0.8711112268864456	8.153398314059783e-33
0.9025110408742284	6.0356092210142296e-33
0.9350426831383973	4.536753026728749e-33
0.9687469512215021	3.4567882716191475e-33
1.0036661132420739	2.6654226728204016e-33
1.039843960902566	2.0904458286142606e-33
1.0773258644080024	1.676120072641616e-33
1.1161588293642082	1.3461990773584743e-33
1.1563915557269764	1.0941556711992665e-33
1.1980744988760987	8.893013321377329e-34
1.2412599328908525	7.1790497189602944e-34
1.2860020161062962	5.854808473484937e-34
1.3323568590325892	4.758636373172172e-34
1.380382594722509	3.920630958331185e-34
1.4301394516754158	3.230199978734224e-34
1.4816898293690917	2.6886270790326443e-34
1.5350983765141786	2.2531159179284894e-34
1.5904320721293497	1.8881500447616318e-34
1.647760309538894	1.6039583564591298e-34
1.7071549833980537	1.357918700873411e-34
1.7686905798552481	1.1614009142883612e-34
1.832444269964259	1.0000975578691608e-34
1.8984960064635255	8.670704366527672e-35
1.966928624043914	7.555796416343026e-35
2.0378279432307114	6.629151213464731e-35
2.1112828780101154	5.865774517494902e-35
2.315082917951038	4.282643823612956e-35
2.4799936785872525	3.6141733328179e-35
2.6577208135061	3.0074581698637183e-35
2.868499134145818	2.635140540630401e-35
3.0688148287429855	2.3633196101141155e-35
