MAp,eps,omegah2,xf,method,ncalls
1.0971707470e+00,1.3714460811e-03,1.2000000000e-01,2.1000000000e+01,refine,1
1.1097838249e+00,1.3860219592e-03,1.2000000000e-01,2.1000000000e+01,refine,1
1.1225419028e+00,1.4007527512e-03,1.2000000000e-01,2.1000000000e+01,refine,1
1.1354466475e+00,1.4156401037e-03,1.2000000000e-01,2.1000000000e+01,refine,1
1.1484997453e+00,1.4306856806e-03,1.2000000000e-01,2.1000000000e+01,refine,1
1.1617029015e+00,1.4458911635e-03,1.2000000000e-01,2.1100000000e+01,refine,2
1.1750578413e+00,1.4612582519e-03,1.2000000000e-01,2.1100000000e+01,refine,2
1.1885663094e+00,1.4904123906e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2022300710e+00,1.5060201947e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2160509112e+00,1.5217914459e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2300306358e+00,1.5377278558e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2441710713e+00,1.5538311541e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2584740654e+00,1.5701030882e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2729414867e+00,1.5865454243e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.2875752255e+00,1.6031599469e-03,1.1900000000e-01,2.1100000000e+01,refine,1
1.3023771938e+00,1.6199484590e-03,1.2000000000e-01,2.1100000000e+01,refine,1
1.3173493256e+00,1.6369127827e-03,1.2000000000e-01,2.1100000000e+01,refine,1
1.3324935770e+00,1.6540547591e-03,1.2000000000e-01,2.1200000000e+01,refine,1
1.3478119268e+00,1.6713762487e-03,1.2000000000e-01,2.1200000000e+01,refine,1
1.3633063764e+00,1.6888791313e-03,1.2000000000e-01,2.1200000000e+01,refine,1
1.3789789503e+00,1.7065653066e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.3948316961e+00,1.7244366938e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.4108666851e+00,1.7585701662e-03,1.1900000000e-01,2.1200000000e+01,refine,1
1.4270860123e+00,1.7767119124e-03,1.1900000000e-01,2.1200000000e+01,refine,1
1.4434917970e+00,1.7950408123e-03,1.1900000000e-01,2.1200000000e+01,refine,1
1.4600861827e+00,1.8135587966e-03,1.1900000000e-01,2.1200000000e+01,refine,1
1.4768713374e+00,1.8322678160e-03,1.1900000000e-01,2.1200000000e+01,refine,1
1.4938494544e+00,1.8511698412e-03,1.1900000000e-01,2.1200000000e+01,refine,1
1.5110227518e+00,1.8702668633e-03,1.2000000000e-01,2.1200000000e+01,refine,1
1.5283934735e+00,1.8895608940e-03,1.2000000000e-01,2.1200000000e+01,refine,1
1.5459638890e+00,1.9090539655e-03,1.2000000000e-01,2.1200000000e+01,refine,1
1.5637362941e+00,1.9287481313e-03,1.2000000000e-01,2.1300000000e+01,refine,1
1.5817130108e+00,1.9486454659e-03,1.2000000000e-01,2.1300000000e+01,refine,2
1.5998963880e+00,1.9687480653e-03,1.2000000000e-01,2.1300000000e+01,refine,2
1.6182888012e+00,2.0074075810e-03,1.1900000000e-01,2.1300000000e+01,refine,1
1.6368926537e+00,2.0278033812e-03,1.1900000000e-01,2.1300000000e+01,refine,1
1.6557103761e+00,2.0484064083e-03,1.1900000000e-01,2.1300000000e+01,refine,1
1.6747444271e+00,2.0692187677e-03,1.1900000000e-01,2.1300000000e+01,refine,1
1.6939972937e+00,2.0902425862e-03,1.1900000000e-01,2.1300000000e+01,refine,1
1.7134714912e+00,2.1114800124e-03,1.2000000000e-01,2.1300000000e+01,refine,1
1.7331695641e+00,2.1329332166e-03,1.2000000000e-01,2.1300000000e+01,refine,1
1.7530940862e+00,2.1546043910e-03,1.2000000000e-01,2.1400000000e+01,refine,2
1.7732476606e+00,2.1764957504e-03,1.2000000000e-01,2.1400000000e+01,refine,2
1.7936329206e+00,2.2188922284e-03,1.1900000000e-01,2.1400000000e+01,refine,1
1.8142525295e+00,2.2410908474e-03,1.1900000000e-01,2.1400000000e+01,refine,1
1.8351091816e+00,2.2635115496e-03,1.1900000000e-01,2.1400000000e+01,refine,1
1.8562056017e+00,2.2861565569e-03,1.1900000000e-01,2.1400000000e+01,refine,1
1.8775445464e+00,2.3090281131e-03,1.1900000000e-01,2.1400000000e+01,refine,1
1.8991288037e+00,2.3321284849e-03,1.2000000000e-01,2.1400000000e+01,refine,1
1.9209611936e+00,2.3554599613e-03,1.2000000000e-01,2.1400000000e+01,refine,1
1.9430445687e+00,2.3790248545e-03,1.2000000000e-01,2.1400000000e+01,refine,1
1.9653818144e+00,2.4028254995e-03,1.2000000000e-01,2.1400000000e+01,refine,1
1.9879758491e+00,2.4268642551e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.0108296249e+00,2.4511435032e-03,1.1900000000e-01,2.1500000000e+01,refine,1
2.0339461278e+00,2.4526572322e-03,1.2000000000e-01,2.1500000000e+01,refine,1
2.0573283781e+00,2.4541718959e-03,1.2100000000e-01,2.1500000000e+01,refine,1
2.0809794307e+00,2.4556874951e-03,1.2100000000e-01,2.1500000000e+01,refine,1
2.1049023760e+00,2.4572040302e-03,1.2000000000e-01,2.1500000000e+01,refine,1
2.1291003394e+00,2.4587215019e-03,1.1900000000e-01,2.1500000000e+01,refine,2
2.1535764828e+00,2.4602399107e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.1783340039e+00,2.4844695726e-03,1.1900000000e-01,2.1500000000e+01,refine,1
2.2033761376e+00,2.4856202162e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.2287061557e+00,2.4867713926e-03,1.2100000000e-01,2.1500000000e+01,refine,1
2.2543273677e+00,2.5108747853e-03,1.2100000000e-01,2.1500000000e+01,refine,1
2.2802431213e+00,2.5352118036e-03,1.2000000000e-01,2.1600000000e+01,refine,2
2.3064568025e+00,2.5597847120e-03,1.2000000000e-01,2.1600000000e+01,refine,2
2.3329718362e+00,2.5605750007e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.3597916868e+00,2.5849947404e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.3869198585e+00,2.6096473667e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.4143598957e+00,2.6345351007e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.4421153837e+00,2.6596601845e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.4701899489e+00,2.6850248816e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.4985872593e+00,2.7106314773e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.5273110252e+00,2.7364822784e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.5563649997e+00,2.7625796139e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.5857529787e+00,2.7889258350e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.6154788021e+00,2.8155233152e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.6455463535e+00,2.8423744508e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.6759595616e+00,2.8694816608e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.7067224001e+00,2.8968473873e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.7378388882e+00,2.9244740958e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.7693130916e+00,2.9523642752e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.8011491224e+00,2.9805204382e-03,1.2000000000e-01,2.1700000000e+01,refine,1
2.8333511404e+00,3.0089451215e-03,1.2000000000e-01,2.1800000000e+01,refine,2
2.8659233529e+00,3.0376408858e-03,1.1900000000e-01,2.1800000000e+01,refine,1
2.8988700156e+00,3.0381097588e-03,1.2000000000e-01,2.1800000000e+01,refine,2
2.9321954332e+00,3.0385787042e-03,1.2000000000e-01,2.1800000000e+01,refine,2
2.9659039600e+00,3.0670836609e-03,1.1900000000e-01,2.1800000000e+01,refine,1
3.0000000000e+00,3.0670836609e-03,1.2000000000e-01,2.1800000000e+01,seed,9
