# relic_survival_map.py, alphaD=0.5, direct detection only (best2026)
# every row has Omega h^2 = 0.1204 by construction; dd_covered=0 means no experiment reaches that mchi
# the _cenuns columns fold in the PandaX-4T S2 CEvNS recast; the allowed set is alphaD independent
R,MAp,eps,eps_ddlimit,ratio,dd_covered,allowed,eps_ddlimit_cenuns,ratio_cenuns,dd_covered_cenuns,allowed_cenuns
5.4923076923e-01,2.3012286622e-02,1.3681958144e-05,1.0579041112e-05,1.2933079661e+00,1,0,1.0579041112e-05,1.2933079661e+00,1,0
5.4923076923e-01,2.4423845509e-02,1.4545141961e-05,1.1804906853e-05,1.2321267878e+00,1,0,1.1804906853e-05,1.2321267878e+00,1,0
5.4923076923e-01,2.5921988513e-02,1.5462783356e-05,1.3179080984e-05,1.1732823688e+00,1,0,1.3179080984e-05,1.1732823688e+00,1,0
5.4923076923e-01,2.7512026646e-02,1.6438318014e-05,1.4752804288e-05,1.1142503956e+00,1,0,1.4752804288e-05,1.1142503956e+00,1,0
5.4923076923e-01,2.9199596698e-02,1.7475398375e-05,1.6586749870e-05,1.0535758067e+00,1,0,1.6586749870e-05,1.0535758067e+00,1,0
5.4923076923e-01,3.0990681213e-02,1.8577907308e-05,1.8650654684e-05,9.9609947329e-01,1,1,1.8650654684e-05,9.9609947329e-01,1,1
5.4923076923e-01,3.2891629703e-02,1.9749972649e-05,2.0973552437e-05,9.4166082301e-01,1,1,2.0973552437e-05,9.4166082301e-01,1,1
5.4923076923e-01,3.4909181152e-02,2.0995982657e-05,2.3680733529e-05,8.8662720822e-01,1,1,2.3680733529e-05,8.8662720822e-01,1,1
5.4923076923e-01,3.7050487912e-02,2.2320602442e-05,2.6858505290e-05,8.3104410320e-01,1,1,2.6858505290e-05,8.3104410320e-01,1,1
5.4923076923e-01,3.9323141054e-02,2.3728791432e-05,3.0564756754e-05,7.7634484785e-01,1,1,2.7738238551e-05,8.5545415541e-01,1,1
5.4923076923e-01,4.1735197281e-02,2.5369431119e-05,3.4734339234e-05,7.3038473391e-01,1,1,2.4018999173e-05,1.0562234894e+00,1,0
5.4923076923e-01,4.4295207488e-02,2.7123506780e-05,3.9270530283e-05,6.9068348670e-01,1,1,2.1313013378e-05,1.2726265544e+00,1,0
5.4923076923e-01,4.7012247078e-02,2.8715478386e-05,4.2880710558e-05,6.6965957449e-01,1,1,1.8760255064e-05,1.5306550091e+00,1,0
5.4923076923e-01,4.9895948132e-02,3.0400888264e-05,4.2621476170e-05,7.1327628687e-01,1,1,1.7626656686e-05,1.7247109764e+00,1,0
5.4923076923e-01,5.2956533557e-02,3.2519101453e-05,4.2468519513e-05,7.6572251226e-01,1,1,1.6191897447e-05,2.0083564363e+00,1,0
5.4923076923e-01,5.6204853327e-02,3.4591334992e-05,4.3645869771e-05,7.9254543840e-01,1,1,1.5547926801e-05,2.2248197741e+00,1,0
5.4923076923e-01,5.9652422947e-02,3.6795618668e-05,4.5524562021e-05,8.0825859789e-01,1,1,1.5037263063e-05,2.4469624900e+00,1,0
5.4923076923e-01,6.3311464273e-02,3.9140367190e-05,4.7181510746e-05,8.2957002800e-01,1,1,1.4891684612e-05,2.6283371029e+00,1,0
5.4923076923e-01,6.7194948846e-02,4.1634531481e-05,4.8896706429e-05,8.5147926152e-01,1,1,1.4957506580e-05,2.7835208534e+00,1,0
5.4923076923e-01,7.1316643869e-02,4.4287632847e-05,5.0870134216e-05,8.7060184781e-01,1,1,1.5341421225e-05,2.8868011769e+00,1,0
5.4923076923e-01,7.5691161018e-02,4.7109799328e-05,1.4696397828e-05,3.2055337560e+00,1,0,1.4696397828e-05,3.2055337560e+00,1,0
5.4923076923e-01,8.0334008241e-02,5.0111804359e-05,1.4201107095e-05,3.5287251918e+00,1,0,1.4201107095e-05,3.5287251918e+00,1,0
5.4923076923e-01,8.5261644732e-02,5.3305107895e-05,1.3574345024e-05,3.9269009149e+00,1,0,1.3574345024e-05,3.9269009149e+00,1,0
5.4923076923e-01,9.0491539282e-02,5.6701900162e-05,1.3348184249e-05,4.2479111094e+00,1,0,1.3348184249e-05,4.2479111094e+00,1,0
5.4923076923e-01,9.6042232206e-02,6.0315148190e-05,1.3748048358e-05,4.3871789378e+00,1,0,1.3748048358e-05,4.3871789378e+00,1,0
5.4923076923e-01,1.0193340107e-01,6.4158645316e-05,1.3620028726e-05,4.7106101321e+00,1,0,1.3620028726e-05,4.7106101321e+00,1,0
5.4923076923e-01,1.0818593045e-01,6.8247063835e-05,1.3884477521e-05,4.9153498020e+00,1,0,1.3884477521e-05,4.9153498020e+00,1,0
5.4923076923e-01,1.1482198597e-01,7.2596011015e-05,1.4352564211e-05,5.0580516448e+00,1,0,1.4352564211e-05,5.0580516448e+00,1,0
5.4923076923e-01,1.2186509287e-01,7.7222088676e-05,1.4913370802e-05,5.1780438978e+00,1,0,1.4913370802e-05,5.1780438978e+00,1,0
5.4923076923e-01,1.2934021943e-01,8.2606013015e-05,1.5545691807e-05,5.3137559938e+00,1,0,1.5545691807e-05,5.3137559938e+00,1,0
5.4923076923e-01,1.3727386545e-01,8.8365304581e-05,1.6215546397e-05,5.4494188735e+00,1,0,1.6215546397e-05,5.4494188735e+00,1,0
5.4923076923e-01,1.4569415623e-01,9.3502577897e-05,1.7242929430e-05,5.4226619831e+00,1,0,1.7242929430e-05,5.4226619831e+00,1,0
5.4923076923e-01,1.5463094224e-01,9.9526690035e-05,1.8402395577e-05,5.4083551035e+00,1,0,1.8402395577e-05,5.4083551035e+00,1,0
5.4923076923e-01,1.6411590496e-01,1.0593891903e-04,1.9805512936e-05,5.3489611392e+00,1,0,1.9805512936e-05,5.3489611392e+00,1,0
5.4923076923e-01,1.7418266921e-01,1.1276427019e-04,2.1613361302e-05,5.2173407280e+00,1,0,2.1613361302e-05,5.2173407280e+00,1,0
5.4923076923e-01,1.8486692231e-01,1.1556624535e-04,2.3615220203e-05,4.8937187271e+00,1,0,2.3615220203e-05,4.8937187271e+00,1,0
5.4923076923e-01,1.9620654064e-01,1.0645425379e-04,2.6075849665e-05,4.0824845654e+00,1,0,2.6075849665e-05,4.0824845654e+00,1,0
5.4923076923e-01,2.0824172388e-01,1.0699849760e-04,2.8793348208e-05,3.7160838964e+00,1,0,2.8793348208e-05,3.7160838964e+00,1,0
5.4923076923e-01,2.2101513753e-01,1.1010051329e-04,3.1797304035e-05,3.4625738450e+00,1,0,3.1797304035e-05,3.4625738450e+00,1,0
5.4923076923e-01,2.3457206418e-01,1.1474655248e-04,3.5394916540e-05,3.2418935739e+00,1,0,3.5394916540e-05,3.2418935739e+00,1,0
5.4923076923e-01,2.4896056400e-01,1.2035441609e-04,3.9410924607e-05,3.0538338618e+00,1,0,3.9410924607e-05,3.0538338618e+00,1,0
5.4923076923e-01,2.6423164516e-01,1.2623634575e-04,4.3883177439e-05,2.8766455193e+00,1,0,4.3883177439e-05,2.8766455193e+00,1,0
5.4923076923e-01,2.8043944464e-01,1.3240573555e-04,4.8863535962e-05,2.7097043417e+00,1,0,4.8863535962e-05,2.7097043417e+00,1,0
5.4923076923e-01,2.9764142013e-01,1.3887663415e-04,4.9856691953e-05,2.7855164214e+00,1,0,4.9856691953e-05,2.7855164214e+00,1,0
5.4923076923e-01,3.1589855375e-01,1.4566377683e-04,4.9715345549e-05,2.9299560371e+00,1,0,4.9715345549e-05,2.9299560371e+00,1,0
5.4923076923e-01,3.3527556823e-01,1.5372786674e-04,4.9700129061e-05,3.0931079988e+00,1,0,4.9700129061e-05,3.0931079988e+00,1,0
5.4923076923e-01,3.5584115634e-01,1.6113845427e-04,4.9709073329e-05,3.2416306214e+00,1,0,4.9709073329e-05,3.2416306214e+00,1,0
5.4923076923e-01,3.7766822442e-01,1.6890627571e-04,4.9743165451e-05,3.3955674951e+00,1,0,4.9743165451e-05,3.3955674951e+00,1,0
5.4923076923e-01,4.0083415084e-01,1.7704855184e-04,4.9708072949e-05,3.5617665569e+00,1,0,4.9708072949e-05,3.5617665569e+00,1,0
5.4923076923e-01,4.2542106032e-01,1.8345231817e-04,4.9373087746e-05,3.7156338919e+00,1,0,4.9373087746e-05,3.7156338919e+00,1,0
5.4923076923e-01,4.5151611504e-01,1.9008770585e-04,4.9132914409e-05,3.8688465388e+00,1,0,4.9132914409e-05,3.8688465388e+00,1,0
5.4923076923e-01,4.7921182366e-01,1.9481135313e-04,4.9048675612e-05,3.9717963982e+00,1,0,4.9048675612e-05,3.9717963982e+00,1,0
5.4923076923e-01,5.0860636927e-01,1.9712611298e-04,4.9079932319e-05,4.0164300084e+00,1,0,4.9079932319e-05,4.0164300084e+00,1,0
5.4923076923e-01,5.3980395744e-01,1.9340069535e-04,4.9171633467e-05,3.9331761365e+00,1,0,4.9171633467e-05,3.9331761365e+00,1,0
5.4923076923e-01,5.7291518563e-01,1.8285977473e-04,4.9511581968e-05,3.6932727144e+00,1,0,4.9511581968e-05,3.6932727144e+00,1,0
5.4923076923e-01,6.0805743530e-01,1.6427521375e-04,4.9887119115e-05,3.2929384711e+00,1,0,4.9887119115e-05,3.2929384711e+00,1,0
5.4923076923e-01,6.4535528801e-01,1.4429436332e-04,5.0158558966e-05,2.8767645303e+00,1,0,5.0158558966e-05,2.8767645303e+00,1,0
5.4923076923e-01,6.8494096706e-01,1.3326818350e-04,5.0447526264e-05,2.6417188981e+00,1,0,5.0447526264e-05,2.6417188981e+00,1,0
5.4923076923e-01,7.2695480624e-01,1.8876480231e-04,5.1035241968e-05,3.6987147514e+00,1,0,5.1035241968e-05,3.6987147514e+00,1,0
5.4923076923e-01,7.7154574735e-01,2.4667539580e-04,5.1736511378e-05,4.7679170711e+00,1,0,5.1736511378e-05,4.7679170711e+00,1,0
5.4923076923e-01,8.1887186816e-01,2.9543232305e-04,5.2169259902e-05,5.6629579106e+00,1,0,5.2169259902e-05,5.6629579106e+00,1,0
5.4923076923e-01,8.6910094284e-01,2.8534312994e-04,5.1481324979e-05,5.5426531865e+00,1,0,5.1481324979e-05,5.5426531865e+00,1,0
5.4923076923e-01,9.2241103671e-01,2.1546890894e-04,5.1777305740e-05,4.1614546347e+00,1,0,5.1777305740e-05,4.1614546347e+00,1,0
5.4923076923e-01,9.7899113751e-01,3.8437726238e-04,5.3408102231e-05,7.1969840965e+00,1,0,5.3408102231e-05,7.1969840965e+00,1,0
5.4923076923e-01,1.0390418254e+00,4.0728200866e-04,3.3988468564e-05,1.1982946742e+01,1,0,3.3988468564e-05,1.1982946742e+01,1,0
5.4923076923e-01,1.1027759839e+00,4.2207778193e-04,3.1634555029e-05,1.3342301845e+01,1,0,3.1634555029e-05,1.3342301845e+01,1,0
5.4923076923e-01,1.1704195547e+00,4.3082377800e-04,3.0949988476e-05,1.3919998010e+01,1,0,3.0949988476e-05,1.3919998010e+01,1,0
5.4923076923e-01,1.2422123388e+00,4.3273017392e-04,3.0373871737e-05,1.4246790059e+01,1,0,3.0373871737e-05,1.4246790059e+01,1,0
5.4923076923e-01,1.3184088462e+00,4.3464500564e-04,3.0196490153e-05,1.4393891589e+01,1,0,3.0196490153e-05,1.4393891589e+01,1,0
5.4923076923e-01,1.3992791984e+00,4.4607354354e-04,3.0633275015e-05,1.4561732081e+01,1,0,3.0633275015e-05,1.4561732081e+01,1,0
5.4923076923e-01,1.4851100861e+00,4.6359328938e-04,3.0391419759e-05,1.5254084641e+01,1,0,3.0391419759e-05,1.5254084641e+01,1,0
5.4923076923e-01,1.5762057853e+00,5.0662449505e-04,3.0464701845e-05,1.6629885224e+01,1,0,3.0464701845e-05,1.6629885224e+01,1,0
5.4923076923e-01,1.6728892362e+00,5.4735379658e-04,3.0597947706e-05,1.7888578732e+01,1,0,3.0597947706e-05,1.7888578732e+01,1,0
5.4923076923e-01,1.7755031880e+00,5.7088591548e-04,3.0773191801e-05,1.8551404065e+01,1,0,3.0773191801e-05,1.8551404065e+01,1,0
5.4923076923e-01,1.8844114137e+00,5.9542973946e-04,3.0956624587e-05,1.9234323748e+01,1,0,3.0956624587e-05,1.9234323748e+01,1,0
5.4923076923e-01,2.0000000000e+00,6.3660808811e-04,3.1188676339e-05,2.0411513499e+01,1,0,3.1188676339e-05,2.0411513499e+01,1,0
5.5176923077e-01,1.0000000000e-02,6.1176220029e-06,3.2541394464e-06,1.8799507838e+00,1,0,3.2541394464e-06,1.8799507838e+00,1,0
5.5176923077e-01,1.0613393580e-02,6.4920562121e-06,3.4439487107e-06,1.8850618164e+00,1,0,3.4439487107e-06,1.8850618164e+00,1,0
5.5176923077e-01,1.1264412328e-02,6.8894079826e-06,3.6582719330e-06,1.8832410791e+00,1,0,3.6582719330e-06,1.8832410791e+00,1,0
5.5176923077e-01,1.1955364149e-02,7.3110800029e-06,3.8886254622e-06,1.8801193568e+00,1,0,3.8886254622e-06,1.8801193568e+00,1,0
5.5176923077e-01,1.2688698510e-02,7.7585608146e-06,4.1462334341e-06,1.8712310674e+00,1,0,4.1462334341e-06,1.8712310674e+00,1,0
5.5176923077e-01,1.3467015131e-02,8.2334300664e-06,4.4566708689e-06,1.8474395594e+00,1,0,4.4566708689e-06,1.8474395594e+00,1,0
5.5176923077e-01,1.4293073193e-02,8.7373640908e-06,4.8455351985e-06,1.8031783349e+00,1,0,4.8455351985e-06,1.8031783349e+00,1,0
5.5176923077e-01,1.5169801127e-02,9.2721418218e-06,5.2694022819e-06,1.7596192748e+00,1,0,5.2694022819e-06,1.7596192748e+00,1,0
5.5176923077e-01,1.6100306989e-02,9.8396510745e-06,5.7466411065e-06,1.7122438816e+00,1,0,5.7466411065e-06,1.7122438816e+00,1,0
5.5176923077e-01,1.7087889483e-02,1.0441895209e-05,6.3261737126e-06,1.6505862285e+00,1,0,6.3261737126e-06,1.6505862285e+00,1,0
5.5176923077e-01,1.8136049653e-02,1.1081000203e-05,6.9914696521e-06,1.5849314600e+00,1,0,6.9914696521e-06,1.5849314600e+00,1,0
5.5176923077e-01,1.9248503296e-02,1.1759222157e-05,7.7334573528e-06,1.5205646868e+00,1,0,7.7334573528e-06,1.5205646868e+00,1,0
5.5176923077e-01,2.0429194130e-02,1.2550448475e-05,8.5666939492e-06,1.4650282302e+00,1,0,8.5666939492e-06,1.4650282302e+00,1,0
5.5176923077e-01,2.1682307783e-02,1.3394912930e-05,9.4921478826e-06,1.4111572107e+00,1,0,9.4921478826e-06,1.4111572107e+00,1,0
5.5176923077e-01,2.3012286622e-02,1.4187037300e-05,1.0569736285e-05,1.3422319079e+00,1,0,1.0569736285e-05,1.3422319079e+00,1,0
5.5176923077e-01,2.4423845509e-02,1.5026004903e-05,1.1796938616e-05,1.2737206993e+00,1,0,1.1796938616e-05,1.2737206993e+00,1,0
5.5176923077e-01,2.5921988513e-02,1.6040661822e-05,1.3169796248e-05,1.2179886097e+00,1,0,1.3169796248e-05,1.2179886097e+00,1,0
5.5176923077e-01,2.7512026646e-02,1.7123835201e-05,1.4750584117e-05,1.1608920070e+00,1,0,1.4750584117e-05,1.1608920070e+00,1,0
5.5176923077e-01,2.9199596698e-02,1.8134336078e-05,1.6584393515e-05,1.0934578983e+00,1,0,1.6584393515e-05,1.0934578983e+00,1,0
5.5176923077e-01,3.0990681213e-02,1.9204467991e-05,1.8648153793e-05,1.0298321327e+00,1,0,1.8648153793e-05,1.0298321327e+00,1,0
5.5176923077e-01,3.2891629703e-02,2.0528041705e-05,2.0971906816e-05,9.7883525254e-01,1,1,2.0971906816e-05,9.7883525254e-01,1,1
5.5176923077e-01,3.4909181152e-02,2.1942836242e-05,2.3686207657e-05,9.2639719112e-01,1,1,2.3686207657e-05,9.2639719112e-01,1,1
5.5176923077e-01,3.7050487912e-02,2.3237032747e-05,2.6876408459e-05,8.6458846548e-01,1,1,2.6876408459e-05,8.6458846548e-01,1,1
5.5176923077e-01,3.9323141054e-02,2.4607561435e-05,3.0592474169e-05,8.0436650201e-01,1,1,2.7354239135e-05,8.9958859080e-01,1,1
5.5176923077e-01,4.1735197281e-02,2.6317218448e-05,3.4743032476e-05,7.5748190564e-01,1,1,2.3702188952e-05,1.1103286073e+00,1,0
5.5176923077e-01,4.4295207488e-02,2.8145657124e-05,3.9288233102e-05,7.1638897711e-01,1,1,2.1041884242e-05,1.3376015570e+00,1,0
5.5176923077e-01,4.7012247078e-02,2.9788181703e-05,4.2425859855e-05,7.0212322872e-01,1,1,1.8521699674e-05,1.6082855368e+00,1,0
5.5176923077e-01,4.9895948132e-02,3.1703148551e-05,4.2209304655e-05,7.5109383606e-01,1,1,1.7348835620e-05,1.8273934485e+00,1,0
5.5176923077e-01,5.2956533557e-02,3.3741221201e-05,4.2085794238e-05,8.0172471049e-01,1,1,1.5996164676e-05,2.1093319483e+00,1,0
5.5176923077e-01,5.6204853327e-02,3.5910313650e-05,4.3408978017e-05,8.2725545016e-01,1,1,1.5350439893e-05,2.3393670736e+00,1,0
5.5176923077e-01,5.9652422947e-02,3.8218848653e-05,4.5231974313e-05,8.4495203302e-01,1,1,1.4871901040e-05,2.5698697530e+00,1,0
5.5176923077e-01,6.3311464273e-02,4.0675790432e-05,4.6877779912e-05,8.6769873719e-01,1,1,1.4755331539e-05,2.7566842753e+00,1,0
5.5176923077e-01,6.7194948846e-02,4.3290679483e-05,4.8582118562e-05,8.9108257861e-01,1,1,1.4849292826e-05,2.9153361031e+00,1,0
5.5176923077e-01,7.1316643869e-02,4.6073669625e-05,5.0573211444e-05,9.1102914584e-01,1,1,1.5231518298e-05,3.0248901471e+00,1,0
5.5176923077e-01,7.5691161018e-02,4.9035567426e-05,1.4557257415e-05,3.3684619312e+00,1,0,1.4557257415e-05,3.3684619312e+00,1,0
5.5176923077e-01,8.0334008241e-02,5.2187874167e-05,1.4025404321e-05,3.7209532767e+00,1,0,1.4025404321e-05,3.7209532767e+00,1,0
5.5176923077e-01,8.5261644732e-02,5.5542830501e-05,1.3402196766e-05,4.1443079423e+00,1,0,1.3402196766e-05,4.1443079423e+00,1,0
5.5176923077e-01,9.0491539282e-02,5.9113463985e-05,1.3226597578e-05,4.4692872551e+00,1,0,1.3226597578e-05,4.4692872551e+00,1,0
5.5176923077e-01,9.6042232206e-02,6.2913639670e-05,1.3667871653e-05,4.6030312011e+00,1,0,1.3667871653e-05,4.6030312011e+00,1,0
5.5176923077e-01,1.0193340107e-01,6.6958113933e-05,1.3514817027e-05,4.9544225273e+00,1,0,1.3514817027e-05,4.9544225273e+00,1,0
5.5176923077e-01,1.0818593045e-01,7.1262591784e-05,1.3777566177e-05,5.1723643252e+00,1,0,1.3777566177e-05,5.1723643252e+00,1,0
5.5176923077e-01,1.1482198597e-01,7.5843787847e-05,1.4263076806e-05,5.3174913713e+00,1,0,1.4263076806e-05,5.3174913713e+00,1,0
5.5176923077e-01,1.2186509287e-01,8.0719491265e-05,1.4820418235e-05,5.4465056239e+00,1,0,1.4820418235e-05,5.4465056239e+00,1,0
5.5176923077e-01,1.2934021943e-01,8.5908634774e-05,1.5453383494e-05,5.5592119878e+00,1,0,1.5453383494e-05,5.5592119878e+00,1,0
5.5176923077e-01,1.3727386545e-01,9.1431368225e-05,1.6119290979e-05,5.6721705899e+00,1,0,1.6119290979e-05,5.6721705899e+00,1,0
5.5176923077e-01,1.4569415623e-01,9.7309136822e-05,1.7170964552e-05,5.6670745856e+00,1,0,1.7170964552e-05,5.6670745856e+00,1,0
5.5176923077e-01,1.5463094224e-01,1.0356476440e-04,1.8325622299e-05,5.6513641234e+00,1,0,1.8325622299e-05,5.6513641234e+00,1,0
5.5176923077e-01,1.6411590496e-01,1.1022254205e-04,1.9756909788e-05,5.5789363437e+00,1,0,1.9756909788e-05,5.5789363437e+00,1,0
5.5176923077e-01,1.7418266921e-01,1.1648354781e-04,2.1560353800e-05,5.4026732996e+00,1,0,2.1560353800e-05,5.4026732996e+00,1,0
5.5176923077e-01,1.8486692231e-01,1.1903301918e-04,2.3578750391e-05,5.0483175405e+00,1,0,2.3578750391e-05,5.0483175405e+00,1,0
5.5176923077e-01,1.9620654064e-01,1.0971102332e-04,2.6035614320e-05,4.2138826446e+00,1,0,2.6035614320e-05,4.2138826446e+00,1,0
5.5176923077e-01,2.0824172388e-01,1.1069241001e-04,2.8748955646e-05,3.8503106469e+00,1,0,2.8748955646e-05,3.8503106469e+00,1,0
5.5176923077e-01,2.2101513753e-01,1.1404343921e-04,3.1760014694e-05,3.5907867269e+00,1,0,3.1760014694e-05,3.5907867269e+00,1,0
5.5176923077e-01,2.3457206418e-01,1.1894313402e-04,3.5363142387e-05,3.3634775076e+00,1,0,3.5363142387e-05,3.3634775076e+00,1,0
5.5176923077e-01,2.4896056400e-01,1.2480297578e-04,3.9375586476e-05,3.1695521755e+00,1,0,3.9375586476e-05,3.1695521755e+00,1,0
5.5176923077e-01,2.6423164516e-01,1.3095150797e-04,4.3843872477e-05,2.9867687450e+00,1,0,4.3843872477e-05,2.9867687450e+00,1,0
5.5176923077e-01,2.8043944464e-01,1.3740295321e-04,4.8819815625e-05,2.8144914406e+00,1,0,4.8819815625e-05,2.8144914406e+00,1,0
5.5176923077e-01,2.9764142013e-01,1.4417223476e-04,4.9385419205e-05,2.9193279531e+00,1,0,4.9385419205e-05,2.9193279531e+00,1,0
5.5176923077e-01,3.1589855375e-01,1.5127501113e-04,4.9256956813e-05,3.0711400160e+00,1,0,4.9256956813e-05,3.0711400160e+00,1,0
5.5176923077e-01,3.3527556823e-01,1.5872771225e-04,4.9243700484e-05,3.2233100009e+00,1,0,4.9243700484e-05,3.2233100009e+00,1,0
5.5176923077e-01,3.5584115634e-01,1.6654757747e-04,4.9254457065e-05,3.3813706899e+00,1,0,4.9254457065e-05,3.3813706899e+00,1,0
5.5176923077e-01,3.7766822442e-01,1.7475269546e-04,4.9290208544e-05,3.5453835686e+00,1,0,4.9290208544e-05,3.5453835686e+00,1,0
5.5176923077e-01,4.0083415084e-01,1.8336204607e-04,4.9224991029e-05,3.7249787604e+00,1,0,4.9224991029e-05,3.7249787604e+00,1,0
5.5176923077e-01,4.2542106032e-01,1.9005853996e-04,4.8895368529e-05,3.8870458629e+00,1,0,4.8895368529e-05,3.8870458629e+00,1,0
5.5176923077e-01,4.5151611504e-01,1.9699959389e-04,4.8674372001e-05,4.0472960573e+00,1,0,4.8674372001e-05,4.0472960573e+00,1,0
5.5176923077e-01,4.7921182366e-01,2.0143607194e-04,4.8593166131e-05,4.1453580406e+00,1,0,4.8593166131e-05,4.1453580406e+00,1,0
5.5176923077e-01,5.0860636927e-01,2.0365077115e-04,4.8634198937e-05,4.1873984891e+00,1,0,4.8634198937e-05,4.1873984891e+00,1,0
5.5176923077e-01,5.3980395744e-01,1.9918784831e-04,4.8745106070e-05,4.0863147989e+00,1,0,4.8745106070e-05,4.0863147989e+00,1,0
5.5176923077e-01,5.7291518563e-01,1.8766323418e-04,4.9084605016e-05,3.8232605542e+00,1,0,4.9084605016e-05,3.8232605542e+00,1,0
5.5176923077e-01,6.0805743530e-01,1.6784592668e-04,4.9459497531e-05,3.3936035556e+00,1,0,4.9459497531e-05,3.3936035556e+00,1,0
5.5176923077e-01,6.4535528801e-01,1.4771089109e-04,4.9718956813e-05,2.9709169411e+00,1,0,4.9718956813e-05,2.9709169411e+00,1,0
5.5176923077e-01,6.8494096706e-01,1.3740996587e-04,5.0008162623e-05,2.7477507403e+00,1,0,5.0008162623e-05,2.7477507403e+00,1,0
5.5176923077e-01,7.2695480624e-01,1.9999056721e-04,5.0618866611e-05,3.9509096233e+00,1,0,5.0618866611e-05,3.9509096233e+00,1,0
5.5176923077e-01,7.7154574735e-01,2.5926079256e-04,5.1317402061e-05,5.0521028374e+00,1,0,5.1317402061e-05,5.0521028374e+00,1,0
5.5176923077e-01,8.1887186816e-01,3.0802212604e-04,5.1635782287e-05,5.9652843899e+00,1,0,5.1635782287e-05,5.9652843899e+00,1,0
5.5176923077e-01,8.6910094284e-01,2.8689127309e-04,5.0957979900e-05,5.6299577348e+00,1,0,5.0957979900e-05,5.6299577348e+00,1,0
5.5176923077e-01,9.2241103671e-01,2.7191057547e-04,5.1423873972e-05,5.2876330480e+00,1,0,5.1423873972e-05,5.2876330480e+00,1,0
5.5176923077e-01,9.7899113751e-01,3.9962502967e-04,5.3046885084e-05,7.5334306443e+00,1,0,5.3046885084e-05,7.5334306443e+00,1,0
5.5176923077e-01,1.0390418254e+00,4.2232092132e-04,3.3366015621e-05,1.2657217635e+01,1,0,3.3366015621e-05,1.2657217635e+01,1,0
5.5176923077e-01,1.1027759839e+00,4.3691546524e-04,3.1284344238e-05,1.3965946095e+01,1,0,3.1284344238e-05,1.3965946095e+01,1,0
5.5176923077e-01,1.1704195547e+00,4.4552683705e-04,3.0620256535e-05,1.4550068728e+01,1,0,3.0620256535e-05,1.4550068728e+01,1,0
5.5176923077e-01,1.2422123388e+00,4.4709953507e-04,3.0052441333e-05,1.4877311634e+01,1,0,3.0052441333e-05,1.4877311634e+01,1,0
5.5176923077e-01,1.3184088462e+00,4.4867778467e-04,2.9957206066e-05,1.4977290729e+01,1,0,2.9957206066e-05,1.4977290729e+01,1,0
5.5176923077e-01,1.3992791984e+00,4.6174916583e-04,3.0332479193e-05,1.5222928627e+01,1,0,3.0332479193e-05,1.5222928627e+01,1,0
5.5176923077e-01,1.4851100861e+00,4.8186680067e-04,3.0095049504e-05,1.6011497193e+01,1,0,3.0095049504e-05,1.6011497193e+01,1,0
5.5176923077e-01,1.5762057853e+00,5.2694205787e-04,3.0194286370e-05,1.7451714255e+01,1,0,3.0194286370e-05,1.7451714255e+01,1,0
5.5176923077e-01,1.6728892362e+00,5.6838259327e-04,3.0328429432e-05,1.8740917480e+01,1,0,3.0328429432e-05,1.8740917480e+01,1,0
5.5176923077e-01,1.7755031880e+00,5.9167685891e-04,3.0505704888e-05,1.9395613413e+01,1,0,3.0505704888e-05,1.9395613413e+01,1,0
5.5176923077e-01,1.8844114137e+00,6.2097019850e-04,3.0686665153e-05,2.0235831929e+01,1,0,3.0686665153e-05,2.0235831929e+01,1,0
5.5176923077e-01,2.0000000000e+00,6.6171458977e-04,3.0923312096e-05,2.1398567777e+01,1,0,3.0923312096e-05,2.1398567777e+01,1,0
5.5430769231e-01,1.0000000000e-02,6.3294823495e-06,3.2369379280e-06,1.9553919446e+00,1,0,3.2369379280e-06,1.9553919446e+00,1,0
5.5430769231e-01,1.0613393580e-02,6.7171104821e-06,3.4277648836e-06,1.9596182090e+00,1,0,3.4277648836e-06,1.9596182090e+00,1,0
5.5430769231e-01,1.1264412328e-02,7.1284776127e-06,3.6419996385e-06,1.9572977266e+00,1,0,3.6419996385e-06,1.9572977266e+00,1,0
5.5430769231e-01,1.1955364149e-02,7.5650375575e-06,3.8712506988e-06,1.9541585255e+00,1,0,3.8712506988e-06,1.9541585255e+00,1,0
5.5430769231e-01,1.2688698510e-02,8.0283331667e-06,4.1301823320e-06,1.9438205196e+00,1,0,4.1301823320e-06,1.9438205196e+00,1,0
5.5430769231e-01,1.3467015131e-02,8.5200017774e-06,4.4444875638e-06,1.9169818016e+00,1,0,4.4444875638e-06,1.9169818016e+00,1,0
5.5430769231e-01,1.4293073193e-02,9.0417809998e-06,4.8323661544e-06,1.8710877262e+00,1,0,4.8323661544e-06,1.8710877262e+00,1,0
5.5430769231e-01,1.5169801127e-02,9.5955148584e-06,5.2551702784e-06,1.8259189237e+00,1,0,5.2551702784e-06,1.8259189237e+00,1,0
5.5430769231e-01,1.6100306989e-02,1.0183160309e-05,5.7325261108e-06,1.7763827171e+00,1,0,5.7325261108e-06,1.7763827171e+00,1,0
5.5430769231e-01,1.7087889483e-02,1.0806794154e-05,6.3168417155e-06,1.7107907148e+00,1,0,6.3168417155e-06,1.7107907148e+00,1,0
5.5430769231e-01,1.8136049653e-02,1.1468620383e-05,6.9812466474e-06,1.6427754185e+00,1,0,6.9812466474e-06,1.6427754185e+00,1,0
