# relic_survival_map.py, alphaD=0.5, direct detection only (best2026)
# every row has Omega h^2 = 0.1204 by construction; dd_covered=0 means no experiment reaches that mchi
# the _cenuns columns fold in the PandaX-4T S2 CEvNS recast; the allowed set is alphaD independent
R,MAp,eps,eps_ddlimit,ratio,dd_covered,allowed,eps_ddlimit_cenuns,ratio_cenuns,dd_covered_cenuns,allowed_cenuns
5.1369230769e-01,1.1264412328e-02,2.9732550130e-06,3.9273967039e-06,7.5705492394e-01,1,1,3.9273967039e-06,7.5705492394e-01,1,1
5.1369230769e-01,1.1955364149e-02,3.1536191181e-06,4.1690597043e-06,7.5643414627e-01,1,1,4.1690597043e-06,7.5643414627e-01,1,1
5.1369230769e-01,1.2688698510e-02,3.3240163793e-06,4.4318073638e-06,7.5003629590e-01,1,1,4.4318073638e-06,7.5003629590e-01,1,1
5.1369230769e-01,1.3467015131e-02,3.5036205946e-06,4.7180153591e-06,7.4260474540e-01,1,1,4.7180153591e-06,7.4260474540e-01,1,1
5.1369230769e-01,1.4293073193e-02,3.7310974277e-06,5.0565785146e-06,7.3786996819e-01,1,1,5.0565785146e-06,7.3786996819e-01,1,1
5.1369230769e-01,1.5169801127e-02,3.9733434712e-06,5.4971294434e-06,7.2280333074e-01,1,1,5.4971294434e-06,7.2280333074e-01,1,1
5.1369230769e-01,1.6100306989e-02,4.1951628794e-06,5.9777507826e-06,7.0179621601e-01,1,1,5.9777507826e-06,7.0179621601e-01,1,1
5.1369230769e-01,1.7087889483e-02,4.4553460211e-06,6.5149480022e-06,6.8386516969e-01,1,1,6.5149480022e-06,6.8386516969e-01,1,1
5.1369230769e-01,1.8136049653e-02,4.7316656678e-06,7.1535926559e-06,6.6143906920e-01,1,1,7.1535926559e-06,6.6143906920e-01,1,1
5.1369230769e-01,1.9248503296e-02,5.0251226023e-06,7.9056355761e-06,6.3563802732e-01,1,1,7.9056355761e-06,6.3563802732e-01,1,1
5.1369230769e-01,2.0429194130e-02,5.3367796757e-06,8.7408222991e-06,6.1055807945e-01,1,1,8.7408222991e-06,6.1055807945e-01,1,1
5.1369230769e-01,2.1682307783e-02,5.6677656570e-06,9.6823009641e-06,5.8537383603e-01,1,1,9.6823009641e-06,5.8537383603e-01,1,1
5.1369230769e-01,2.3012286622e-02,6.0192793209e-06,1.0726781502e-05,5.6114495478e-01,1,1,1.0726781502e-05,5.6114495478e-01,1,1
5.1369230769e-01,2.4423845509e-02,6.3925937902e-06,1.1933442144e-05,5.3568733256e-01,1,1,1.1933442144e-05,5.3568733256e-01,1,1
5.1369230769e-01,2.5921988513e-02,6.7890611464e-06,1.3311898460e-05,5.0999946903e-01,1,1,1.3311898460e-05,5.0999946903e-01,1,1
5.1369230769e-01,2.7512026646e-02,7.2101173266e-06,1.4862196553e-05,4.8513133983e-01,1,1,1.4862196553e-05,4.8513133983e-01,1,1
5.1369230769e-01,2.9199596698e-02,7.6572873249e-06,1.6622184105e-05,4.6066673770e-01,1,1,1.6622184105e-05,4.6066673770e-01,1,1
5.1369230769e-01,3.0990681213e-02,8.1321907147e-06,1.8688262433e-05,4.3514964240e-01,1,1,1.8688262433e-05,4.3514964240e-01,1,1
5.1369230769e-01,3.2891629703e-02,8.6365475154e-06,2.1013391437e-05,4.1100207653e-01,1,1,2.1013391437e-05,4.1100207653e-01,1,1
5.1369230769e-01,3.4909181152e-02,9.1721844215e-06,2.3630191666e-05,3.8815531211e-01,1,1,2.3630191666e-05,3.8815531211e-01,1,1
5.1369230769e-01,3.7050487912e-02,9.7410414187e-06,2.6665141799e-05,3.6530994255e-01,1,1,2.6665141799e-05,3.6530994255e-01,1,1
5.1369230769e-01,3.9323141054e-02,1.0345178810e-05,3.0222387595e-05,3.4230183760e-01,1,1,3.0222387595e-05,3.4230183760e-01,1,1
5.1369230769e-01,4.1735197281e-02,1.0986784679e-05,3.4379643741e-05,3.1957238306e-01,1,1,3.1948795537e-05,3.4388728884e-01,1,1
5.1369230769e-01,4.4295207488e-02,1.1742716507e-05,3.9110598456e-05,3.0024384619e-01,1,1,2.7635733167e-05,4.2491061975e-01,1,1
5.1369230769e-01,4.7012247078e-02,1.2478879883e-05,4.4204162881e-05,2.8230101126e-01,1,1,2.4503699136e-05,5.0926514456e-01,1,1
5.1369230769e-01,4.9895948132e-02,1.3261194123e-05,4.9132128606e-05,2.6990880508e-01,1,1,2.1568591815e-05,6.1483819790e-01,1,1
5.1369230769e-01,5.2956533557e-02,1.4092552474e-05,4.8754831717e-05,2.8904935117e-01,1,1,2.0365508342e-05,6.9198137543e-01,1,1
5.1369230769e-01,5.6204853327e-02,1.4976029563e-05,4.8534823494e-05,3.0856256365e-01,1,1,1.8596877908e-05,8.0529805259e-01,1,1
5.1369230769e-01,5.9652422947e-02,1.5914892770e-05,4.9593628023e-05,3.2090599952e-01,1,1,1.7874978205e-05,8.9034473707e-01,1,1
5.1369230769e-01,6.3311464273e-02,1.6912614309e-05,5.1811439540e-05,3.2642625759e-01,1,1,1.7240320883e-05,9.8099185186e-01,1,1
5.1369230769e-01,6.7194948846e-02,1.7972884072e-05,5.3698111788e-05,3.3470234750e-01,1,1,1.7022804951e-05,1.0558121369e+00,1,0
5.1369230769e-01,7.1316643869e-02,1.9099623272e-05,5.5649866854e-05,3.4321058346e-01,1,1,1.7045235165e-05,1.1205256535e+00,1,0
5.1369230769e-01,7.5691161018e-02,2.0296998951e-05,5.7840357517e-05,3.5091413369e-01,1,1,1.7482634936e-05,1.1609805401e+00,1,0
5.1369230769e-01,8.0334008241e-02,2.1569439383e-05,1.6808000945e-05,1.2832840415e+00,1,0,1.6808000945e-05,1.2832840415e+00,1,0
5.1369230769e-01,8.5261644732e-02,2.3057462260e-05,1.6317885055e-05,1.4130178134e+00,1,0,1.6317885055e-05,1.4130178134e+00,1,0
5.1369230769e-01,9.0491539282e-02,2.4509603415e-05,1.5605504575e-05,1.5705742353e+00,1,0,1.5605504575e-05,1.5705742353e+00,1,0
5.1369230769e-01,9.6042232206e-02,2.6053199299e-05,1.5257247330e-05,1.7075950029e+00,1,0,1.5257247330e-05,1.7075950029e+00,1,0
5.1369230769e-01,1.0193340107e-01,2.7694009658e-05,1.5631677101e-05,1.7716595269e+00,1,0,1.5631677101e-05,1.7716595269e+00,1,0
5.1369230769e-01,1.0818593045e-01,2.9438156986e-05,1.5586936606e-05,1.8886428893e+00,1,0,1.5586936606e-05,1.8886428893e+00,1,0
5.1369230769e-01,1.1482198597e-01,3.1292149364e-05,1.5834280388e-05,1.9762280696e+00,1,0,1.5834280388e-05,1.9762280696e+00,1,0
5.1369230769e-01,1.2186509287e-01,3.3262904750e-05,1.6329586859e-05,2.0369716049e+00,1,0,1.6329586859e-05,2.0369716049e+00,1,0
5.1369230769e-01,1.2934021943e-01,3.5357776788e-05,1.6967585072e-05,2.0838426115e+00,1,0,1.6967585072e-05,2.0838426115e+00,1,0
5.1369230769e-01,1.3727386545e-01,3.7584582247e-05,1.7678624732e-05,2.1259901613e+00,1,0,1.7678624732e-05,2.1259901613e+00,1,0
5.1369230769e-01,1.4569415623e-01,3.9951630194e-05,1.8440330265e-05,2.1665355023e+00,1,0,1.8440330265e-05,2.1665355023e+00,1,0
5.1369230769e-01,1.5463094224e-01,4.2467752991e-05,1.9553290026e-05,2.1718980762e+00,1,0,1.9553290026e-05,2.1718980762e+00,1,0
5.1369230769e-01,1.6411590496e-01,4.5142339257e-05,2.0868055517e-05,2.1632269101e+00,1,0,2.0868055517e-05,2.1632269101e+00,1,0
5.1369230769e-01,1.7418266921e-01,4.7985368900e-05,2.2397446872e-05,2.1424481627e+00,1,0,2.2397446872e-05,2.1424481627e+00,1,0
5.1369230769e-01,1.8486692231e-01,5.1007450353e-05,2.4441828588e-05,2.0868917466e+00,1,0,2.4441828588e-05,2.0868917466e+00,1,0
5.1369230769e-01,1.9620654064e-01,5.3761010490e-05,2.6676627315e-05,2.0152851353e+00,1,0,2.6676627315e-05,2.0152851353e+00,1,0
5.1369230769e-01,2.0824172388e-01,4.9514524468e-05,2.9445429194e-05,1.6815691203e+00,1,0,2.9445429194e-05,1.6815691203e+00,1,0
5.1369230769e-01,2.2101513753e-01,4.9212251910e-05,3.2514023725e-05,1.5135700314e+00,1,0,3.2514023725e-05,1.5135700314e+00,1,0
5.1369230769e-01,2.3457206418e-01,5.0356751014e-05,3.5902973221e-05,1.4025788534e+00,1,0,3.5902973221e-05,1.4025788534e+00,1,0
5.1369230769e-01,2.4896056400e-01,5.2317245380e-05,3.9927514694e-05,1.3103055820e+00,1,0,3.9927514694e-05,1.3103055820e+00,1,0
5.1369230769e-01,2.6423164516e-01,5.4768234769e-05,4.4457729530e-05,1.2319170445e+00,1,0,4.4457729530e-05,1.2319170445e+00,1,0
5.1369230769e-01,2.8043944464e-01,5.7334049564e-05,4.9502602683e-05,1.1582027299e+00,1,0,4.9502602683e-05,1.1582027299e+00,1,0
5.1369230769e-01,2.9764142013e-01,6.0020069175e-05,5.5120634715e-05,1.0888856684e+00,1,0,5.5120634715e-05,1.0888856684e+00,1,0
5.1369230769e-01,3.1589855375e-01,6.3308906621e-05,5.7019083920e-05,1.1103108340e+00,1,0,5.7019083920e-05,1.1103108340e+00,1,0
5.1369230769e-01,3.3527556823e-01,6.6392849160e-05,5.6836163286e-05,1.1681444581e+00,1,0,5.6836163286e-05,1.1681444581e+00,1,0
5.1369230769e-01,3.5584115634e-01,6.9627018612e-05,5.6815428270e-05,1.2254949181e+00,1,0,5.6815428270e-05,1.2254949181e+00,1,0
5.1369230769e-01,3.7766822442e-01,7.3018732922e-05,5.6822177133e-05,1.2850393386e+00,1,0,5.6822177133e-05,1.2850393386e+00,1,0
5.1369230769e-01,4.0083415084e-01,7.6575666514e-05,5.6857531031e-05,1.3467990102e+00,1,0,5.6857531031e-05,1.3467990102e+00,1,0
5.1369230769e-01,4.2542106032e-01,8.0305867650e-05,5.6873551641e-05,1.4120072570e+00,1,0,5.6873551641e-05,1.4120072570e+00,1,0
5.1369230769e-01,4.5151611504e-01,8.3346586390e-05,5.6486405054e-05,1.4755158575e+00,1,0,5.6486405054e-05,1.4755158575e+00,1,0
5.1369230769e-01,4.7921182366e-01,8.6502439562e-05,5.6180571168e-05,1.5397216113e+00,1,0,5.6180571168e-05,1.5397216113e+00,1,0
5.1369230769e-01,5.0860636927e-01,8.8910536143e-05,5.6080122968e-05,1.5854197786e+00,1,0,5.6080122968e-05,1.5854197786e+00,1,0
5.1369230769e-01,5.3980395744e-01,9.0266925496e-05,5.6097330535e-05,1.6091126732e+00,1,0,5.6097330535e-05,1.6091126732e+00,1,0
5.1369230769e-01,5.7291518563e-01,8.9475239300e-05,5.6181174487e-05,1.5926195940e+00,1,0,5.6181174487e-05,1.5926195940e+00,1,0
5.1369230769e-01,6.0805743530e-01,8.5403246263e-05,5.6548986971e-05,1.5102524526e+00,1,0,5.6548986971e-05,1.5102524526e+00,1,0
5.1369230769e-01,6.4535528801e-01,7.7799781724e-05,5.6973144413e-05,1.3655518319e+00,1,0,5.6973144413e-05,1.3655518319e+00,1,0
5.1369230769e-01,6.8494096706e-01,6.8050696732e-05,5.7300913714e-05,1.1876022967e+00,1,0,5.7300913714e-05,1.1876022967e+00,1,0
5.1369230769e-01,7.2695480624e-01,6.1423863964e-05,5.7625943189e-05,1.0659064401e+00,1,0,5.7625943189e-05,1.0659064401e+00,1,0
5.1369230769e-01,7.7154574735e-01,7.9549099636e-05,5.8245624423e-05,1.3657523706e+00,1,0,5.8245624423e-05,1.3657523706e+00,1,0
5.1369230769e-01,8.1887186816e-01,1.0674347672e-04,5.9040495517e-05,1.8079705426e+00,1,0,5.9040495517e-05,1.8079705426e+00,1,0
5.1369230769e-01,8.6910094284e-01,1.3052857577e-04,5.9738569357e-05,2.1849966810e+00,1,0,5.9738569357e-05,2.1849966810e+00,1,0
5.1369230769e-01,9.2241103671e-01,1.4029725101e-04,5.8945110768e-05,2.3801338090e+00,1,0,5.8945110768e-05,2.3801338090e+00,1,0
5.1369230769e-01,9.7899113751e-01,8.3184696161e-05,5.8966031348e-05,1.4107223135e+00,1,0,5.8966031348e-05,1.4107223135e+00,1,0
5.1369230769e-01,1.0390418254e+00,1.7196223854e-04,6.0817130647e-05,2.8275296238e+00,1,0,6.0817130647e-05,2.8275296238e+00,1,0
5.1369230769e-01,1.1027759839e+00,1.8402863484e-04,4.3103515088e-05,4.2694577103e+00,1,0,4.3103515088e-05,4.2694577103e+00,1,0
5.1369230769e-01,1.1704195547e+00,1.9149592145e-04,3.6273897777e-05,5.2791658239e+00,1,0,3.6273897777e-05,5.2791658239e+00,1,0
5.1369230769e-01,1.2422123388e+00,1.9614487246e-04,3.5465071418e-05,5.5306493013e+00,1,0,3.5465071418e-05,5.5306493013e+00,1,0
5.1369230769e-01,1.3184088462e+00,1.9754699285e-04,3.4800911685e-05,5.6764890137e+00,1,0,3.4800911685e-05,5.6764890137e+00,1,0
5.1369230769e-01,1.3992791984e+00,1.9774784334e-04,3.4449781411e-05,5.7401770124e+00,1,0,3.4449781411e-05,5.7401770124e+00,1,0
5.1369230769e-01,1.4851100861e+00,2.0248325031e-04,3.5028066529e-05,5.7806002551e+00,1,0,3.5028066529e-05,5.7806002551e+00,1,0
5.1369230769e-01,1.5762057853e+00,2.0733205463e-04,3.4774397423e-05,5.9622040924e+00,1,0,3.4774397423e-05,5.9622040924e+00,1,0
5.1369230769e-01,1.6728892362e+00,2.2647340016e-04,3.4809102490e-05,6.5061545388e+00,1,0,3.4809102490e-05,6.5061545388e+00,1,0
5.1369230769e-01,1.7755031880e+00,2.4549436136e-04,3.4957522182e-05,7.0226476604e+00,1,0,3.4957522182e-05,7.0226476604e+00,1,0
5.1369230769e-01,1.8844114137e+00,2.5748317960e-04,3.5151156539e-05,7.3250272524e+00,1,0,3.5151156539e-05,7.3250272524e+00,1,0
5.1369230769e-01,2.0000000000e+00,2.7005747672e-04,3.5362300286e-05,7.6368752750e+00,1,0,3.5362300286e-05,7.6368752750e+00,1,0
5.1623076923e-01,1.0000000000e-02,2.9054881796e-06,3.5518513798e-06,8.1802076406e-01,1,1,3.5518513798e-06,8.1802076406e-01,1,1
5.1623076923e-01,1.0613393580e-02,3.0818199691e-06,3.6995548023e-06,8.3302454858e-01,1,1,3.6995548023e-06,8.3302454858e-01,1,1
5.1623076923e-01,1.1264412328e-02,3.2688531961e-06,3.9075630289e-06,8.3654522574e-01,1,1,3.9075630289e-06,8.3654522574e-01,1,1
5.1623076923e-01,1.1955364149e-02,3.4672373223e-06,4.1491304670e-06,8.3565396411e-01,1,1,4.1491304670e-06,8.3565396411e-01,1,1
5.1623076923e-01,1.2688698510e-02,3.6563063716e-06,4.4105277771e-06,8.2899520337e-01,1,1,4.4105277771e-06,8.2899520337e-01,1,1
5.1623076923e-01,1.3467015131e-02,3.8556853887e-06,4.6983856575e-06,8.2064046457e-01,1,1,4.6983856575e-06,8.2064046457e-01,1,1
5.1623076923e-01,1.4293073193e-02,4.1048119324e-06,5.0413253876e-06,8.1423269018e-01,1,1,5.0413253876e-06,8.1423269018e-01,1,1
5.1623076923e-01,1.5169801127e-02,4.3700352342e-06,5.4810681640e-06,7.9729627573e-01,1,1,5.4810681640e-06,7.9729627573e-01,1,1
5.1623076923e-01,1.6100306989e-02,4.6175154324e-06,5.9603834476e-06,7.7470106966e-01,1,1,5.9603834476e-06,7.7470106966e-01,1,1
5.1623076923e-01,1.7087889483e-02,4.8790107233e-06,6.4977447082e-06,7.5087756482e-01,1,1,6.4977447082e-06,7.5087756482e-01,1,1
5.1623076923e-01,1.8136049653e-02,5.2094386899e-06,7.1422401117e-06,7.2938442400e-01,1,1,7.1422401117e-06,7.2938442400e-01,1,1
5.1623076923e-01,1.9248503296e-02,5.5308177024e-06,7.8932004969e-06,7.0070660242e-01,1,1,7.8932004969e-06,7.0070660242e-01,1,1
5.1623076923e-01,2.0429194130e-02,5.8720231253e-06,8.7286435227e-06,6.7273031715e-01,1,1,8.7286435227e-06,6.7273031715e-01,1,1
5.1623076923e-01,2.1682307783e-02,6.2342780832e-06,9.6689324220e-06,6.4477419131e-01,1,1,9.6689324220e-06,6.4477419131e-01,1,1
5.1623076923e-01,2.3012286622e-02,6.6188811572e-06,1.0712194160e-05,6.1788285934e-01,1,1,1.0712194160e-05,6.1788285934e-01,1,1
5.1623076923e-01,2.4423845509e-02,7.0272110400e-06,1.1922206201e-05,5.8942203495e-01,1,1,1.1922206201e-05,5.8942203495e-01,1,1
5.1623076923e-01,2.5921988513e-02,7.4607314784e-06,1.3302276415e-05,5.6086125756e-01,1,1,1.3302276415e-05,5.6086125756e-01,1,1
5.1623076923e-01,2.7512026646e-02,7.9209965199e-06,1.4850986073e-05,5.3336502244e-01,1,1,1.4850986073e-05,5.3336502244e-01,1,1
5.1623076923e-01,2.9199596698e-02,8.4096560840e-06,1.6619491293e-05,5.0601164234e-01,1,1,1.6619491293e-05,5.0601164234e-01,1,1
5.1623076923e-01,3.0990681213e-02,8.9284618764e-06,1.8685404445e-05,4.7783080652e-01,1,1,1.8685404445e-05,4.7783080652e-01,1,1
5.1623076923e-01,3.2891629703e-02,9.5392079776e-06,2.1010358143e-05,4.5402405389e-01,1,1,2.1010358143e-05,4.5402405389e-01,1,1
5.1623076923e-01,3.4909181152e-02,1.0191731801e-05,2.3626972312e-05,4.3136004337e-01,1,1,2.3626972312e-05,4.3136004337e-01,1,1
5.1623076923e-01,3.7050487912e-02,1.0775634566e-05,2.6671707281e-05,4.0400992905e-01,1,1,2.6671707281e-05,4.0400992905e-01,1,1
5.1623076923e-01,3.9323141054e-02,1.1462511184e-05,3.0243898118e-05,3.7900244006e-01,1,1,3.0243898118e-05,3.7900244006e-01,1,1
5.1623076923e-01,4.1735197281e-02,1.2193171719e-05,3.4412945659e-05,3.5431932620e-01,1,1,3.1476184751e-05,3.8737768936e-01,1,1
5.1623076923e-01,4.4295207488e-02,1.2970407110e-05,3.9121032928e-05,3.3154561981e-01,1,1,2.7246219747e-05,4.7604428175e-01,1,1
5.1623076923e-01,4.7012247078e-02,1.3797186202e-05,4.4225433584e-05,3.1197401776e-01,1,1,2.4170597503e-05,5.7082520201e-01,1,1
5.1623076923e-01,4.9895948132e-02,1.4676667084e-05,4.8575172166e-05,3.0214338786e-01,1,1,2.1275512682e-05,6.8983846846e-01,1,1
5.1623076923e-01,5.2956533557e-02,1.5612209152e-05,4.8257406043e-05,3.2351944360e-01,1,1,2.0022541689e-05,7.7973163424e-01,1,1
5.1623076923e-01,5.6204853327e-02,1.6607385942e-05,4.8067360103e-05,3.4550235142e-01,1,1,1.8356648249e-05,9.0470687879e-01,1,1
5.1623076923e-01,5.9652422947e-02,1.7665998780e-05,4.9305903937e-05,3.5829378166e-01,1,1,1.7632361436e-05,1.0019077050e+00,1,0
5.1623076923e-01,6.3311464273e-02,1.8792091301e-05,5.1455516716e-05,3.6521042835e-01,1,1,1.7037716327e-05,1.1029700777e+00,1,0
5.1623076923e-01,6.7194948846e-02,1.9989964895e-05,5.3328629326e-05,3.7484490316e-01,1,1,1.6856226226e-05,1.1859098607e+00,1,0
5.1623076923e-01,7.1316643869e-02,2.1264195141e-05,5.5267180874e-05,3.8475266523e-01,1,1,1.6913431674e-05,1.2572371799e+00,1,0
5.1623076923e-01,7.5691161018e-02,2.2619649276e-05,5.7479498253e-05,3.9352551716e-01,1,1,1.7347516165e-05,1.3039128519e+00,1,0
5.1623076923e-01,8.0334008241e-02,2.4061504797e-05,1.6637935183e-05,1.4461833474e+00,1,0,1.6637935183e-05,1.4461833474e+00,1,0
5.1623076923e-01,8.5261644732e-02,2.5595269229e-05,1.6102145489e-05,1.5895564506e+00,1,0,1.6102145489e-05,1.5895564506e+00,1,0
5.1623076923e-01,9.0491539282e-02,2.7226801168e-05,1.5394026493e-05,1.7686601476e+00,1,0,1.5394026493e-05,1.7686601476e+00,1,0
5.1623076923e-01,9.6042232206e-02,2.8962332657e-05,1.5108721663e-05,1.9169280699e+00,1,0,1.5108721663e-05,1.9169280699e+00,1,0
5.1623076923e-01,1.0193340107e-01,3.0635177833e-05,1.5534238464e-05,1.9721068338e+00,1,0,1.5534238464e-05,1.9721068338e+00,1,0
5.1623076923e-01,1.0818593045e-01,3.2594636511e-05,1.5414361493e-05,2.1145628722e+00,1,0,1.5414361493e-05,2.1145628722e+00,1,0
5.1623076923e-01,1.1482198597e-01,3.4679424258e-05,1.5703971131e-05,2.2083219567e+00,1,0,1.5703971131e-05,2.2083219567e+00,1,0
5.1623076923e-01,1.2186509287e-01,3.6897557254e-05,1.6220765291e-05,2.2747112476e+00,1,0,1.6220765291e-05,2.2747112476e+00,1,0
5.1623076923e-01,1.2934021943e-01,3.9257564405e-05,1.6854550326e-05,2.3291967834e+00,1,0,1.6854550326e-05,2.3291967834e+00,1,0
5.1623076923e-01,1.3727386545e-01,4.1768520132e-05,1.7566425507e-05,2.3777472609e+00,1,0,1.7566425507e-05,2.3777472609e+00,1,0
5.1623076923e-01,1.4569415623e-01,4.4440079269e-05,1.8323334007e-05,2.4253271403e+00,1,0,1.8323334007e-05,2.4253271403e+00,1,0
5.1623076923e-01,1.5463094224e-01,4.7282514179e-05,1.9466058971e-05,2.4289721021e+00,1,0,1.9466058971e-05,2.4289721021e+00,1,0
5.1623076923e-01,1.6411590496e-01,5.0306754261e-05,2.0774996549e-05,2.4215048191e+00,1,0,2.0774996549e-05,2.4215048191e+00,1,0
5.1623076923e-01,1.7418266921e-01,5.3524427967e-05,2.2338690420e-05,2.3960414402e+00,1,0,2.2338690420e-05,2.3960414402e+00,1,0
5.1623076923e-01,1.8486692231e-01,5.6947907518e-05,2.4377748129e-05,2.3360610347e+00,1,0,2.4377748129e-05,2.3360610347e+00,1,0
5.1623076923e-01,1.9620654064e-01,5.9125511748e-05,2.6622861378e-05,2.2208548851e+00,1,0,2.6622861378e-05,2.2208548851e+00,1,0
5.1623076923e-01,2.0824172388e-01,5.4181969728e-05,2.9396856683e-05,1.8431211987e+00,1,0,2.9396856683e-05,1.8431211987e+00,1,0
5.1623076923e-01,2.2101513753e-01,5.4211133311e-05,3.2460432992e-05,1.6700680895e+00,1,0,3.2460432992e-05,1.6700680895e+00,1,0
5.1623076923e-01,2.3457206418e-01,5.5556484922e-05,3.5843842155e-05,1.5499589771e+00,1,0,3.5843842155e-05,1.5499589771e+00,1,0
5.1623076923e-01,2.4896056400e-01,5.7790543803e-05,3.9889193608e-05,1.4487769387e+00,1,0,3.9889193608e-05,1.4487769387e+00,1,0
5.1623076923e-01,2.6423164516e-01,6.0535065843e-05,4.4415110543e-05,1.3629385383e+00,1,0,4.4415110543e-05,1.3629385383e+00,1,0
5.1623076923e-01,2.8043944464e-01,6.3409927567e-05,4.9455200004e-05,1.2821690654e+00,1,0,4.9455200004e-05,1.2821690654e+00,1,0
5.1623076923e-01,2.9764142013e-01,6.6421318918e-05,5.5067907456e-05,1.2061711074e+00,1,0,5.5067907456e-05,1.2061711074e+00,1,0
5.1623076923e-01,3.1589855375e-01,6.9998673723e-05,5.6442847920e-05,1.2401690613e+00,1,0,5.6442847920e-05,1.2401690613e+00,1,0
5.1623076923e-01,3.3527556823e-01,7.3768699611e-05,5.6275869071e-05,1.3108407001e+00,1,0,5.6275869071e-05,1.3108407001e+00,1,0
5.1623076923e-01,3.5584115634e-01,7.7109511489e-05,5.6257550140e-05,1.3706517845e+00,1,0,5.6257550140e-05,1.3706517845e+00,1,0
5.1623076923e-01,3.7766822442e-01,8.0601620924e-05,5.6266535205e-05,1.4324966098e+00,1,0,5.6266535205e-05,1.4324966098e+00,1,0
5.1623076923e-01,4.0083415084e-01,8.4251879828e-05,5.6303939218e-05,1.4963762926e+00,1,0,5.6303939218e-05,1.4963762926e+00,1,0
5.1623076923e-01,4.2542106032e-01,8.8067450421e-05,5.6282579935e-05,1.5647372690e+00,1,0,5.6282579935e-05,1.5647372690e+00,1,0
5.1623076923e-01,4.5151611504e-01,9.2055819282e-05,5.5902020274e-05,1.6467351060e+00,1,0,5.5902020274e-05,1.6467351060e+00,1,0
5.1623076923e-01,4.7921182366e-01,9.6224812041e-05,5.5619925680e-05,1.7300420823e+00,1,0,5.5619925680e-05,1.7300420823e+00,1,0
5.1623076923e-01,5.0860636927e-01,9.8000743882e-05,5.5523212929e-05,1.7650409389e+00,1,0,5.5523212929e-05,1.7650409389e+00,1,0
5.1623076923e-01,5.3980395744e-01,9.9809452444e-05,5.5552530130e-05,1.7966679863e+00,1,0,5.5552530130e-05,1.7966679863e+00,1,0
5.1623076923e-01,5.7291518563e-01,9.8050162631e-05,5.5644253388e-05,1.7620896438e+00,1,0,5.5644253388e-05,1.7620896438e+00,1,0
5.1623076923e-01,6.0805743530e-01,9.3374681621e-05,5.6027447749e-05,1.6665881701e+00,1,0,5.6027447749e-05,1.6665881701e+00,1,0
5.1623076923e-01,6.4535528801e-01,8.4533380267e-05,5.6450847088e-05,1.4974687649e+00,1,0,5.6450847088e-05,1.4974687649e+00,1,0
5.1623076923e-01,6.8494096706e-01,7.3945700995e-05,5.6763818219e-05,1.3026907512e+00,1,0,5.6763818219e-05,1.3026907512e+00,1,0
5.1623076923e-01,7.2695480624e-01,6.7084563498e-05,5.7089172192e-05,1.1750838368e+00,1,0,5.7089172192e-05,1.1750838368e+00,1,0
5.1623076923e-01,7.7154574735e-01,9.0743985063e-05,5.7737342136e-05,1.5716689010e+00,1,0,5.7737342136e-05,1.5716689010e+00,1,0
5.1623076923e-01,8.1887186816e-01,1.2018831366e-04,5.8528908871e-05,2.0534863195e+00,1,0,5.8528908871e-05,2.0534863195e+00,1,0
5.1623076923e-01,8.6910094284e-01,1.4605125578e-04,5.9085302395e-05,2.4718711736e+00,1,0,5.9085302395e-05,2.4718711736e+00,1,0
5.1623076923e-01,9.2241103671e-01,1.5190020848e-04,5.8304300334e-05,2.6053002541e+00,1,0,5.8304300334e-05,2.6053002541e+00,1,0
5.1623076923e-01,9.7899113751e-01,9.2078629277e-05,5.8535380321e-05,1.5730422997e+00,1,0,5.8535380321e-05,1.5730422997e+00,1,0
5.1623076923e-01,1.0390418254e+00,1.9095724552e-04,6.0377023678e-05,3.1627469175e+00,1,0,6.0377023678e-05,3.1627469175e+00,1,0
5.1623076923e-01,1.1027759839e+00,2.0359661181e-04,3.8661319707e-05,5.2661578383e+00,1,0,3.8661319707e-05,5.2661578383e+00,1,0
5.1623076923e-01,1.1704195547e+00,2.1144546018e-04,3.5844475025e-05,5.8989693677e+00,1,0,3.5844475025e-05,5.8989693677e+00,1,0
5.1623076923e-01,1.2422123388e+00,2.1628115648e-04,3.5061010649e-05,6.1687085592e+00,1,0,3.5061010649e-05,6.1687085592e+00,1,0
5.1623076923e-01,1.3184088462e+00,2.1757174049e-04,3.4407063020e-05,6.3234615627e+00,1,0,3.4407063020e-05,6.3234615627e+00,1,0
5.1623076923e-01,1.3992791984e+00,2.1887002562e-04,3.4157735593e-05,6.4076269055e+00,1,0,3.4157735593e-05,6.4076269055e+00,1,0
5.1623076923e-01,1.4851100861e+00,2.2343961259e-04,3.4686796440e-05,6.4416329994e+00,1,0,3.4686796440e-05,6.4416329994e+00,1,0
5.1623076923e-01,1.5762057853e+00,2.3043753335e-04,3.4411700904e-05,6.6964877440e+00,1,0,3.4411700904e-05,6.6964877440e+00,1,0
5.1623076923e-01,1.6728892362e+00,2.5159208095e-04,3.4478597232e-05,7.2970509577e+00,1,0,3.4478597232e-05,7.2970509577e+00,1,0
5.1623076923e-01,1.7755031880e+00,2.7243198965e-04,3.4628145933e-05,7.8673570966e+00,1,0,3.4628145933e-05,7.8673570966e+00,1,0
5.1623076923e-01,1.8844114137e+00,2.8481522525e-04,3.4824318604e-05,8.1786302407e+00,1,0,3.4824318604e-05,8.1786302407e+00,1,0
