# moller_scan.py, channels = all, omega_fun = omega_of_gg
# alphaD = 0.9, mchi_over_ma = 0.51, Omega_target = 0.265
# 300 of 300 masses solved in 537 ODE integrations, 138 s
MAp,eps
0.01,1.671078067e-06
0.0102574695,1.712162745e-06
0.01052156805,1.75425752e-06
0.01079246633,1.797387226e-06
0.01107033941,1.841577307e-06
0.01135536688,1.886853833e-06
0.01164773294,1.933243516e-06
0.01194762653,1.980773724e-06
0.01225524147,2.029472496e-06
0.01257077655,2.080568295e-06
0.0128944357,2.132950526e-06
0.01322642809,2.184594786e-06
0.01356696827,2.238773878e-06
0.01391627631,2.29429664e-06
0.01427457798,2.351196395e-06
0.01464210482,2.409507294e-06
0.01501909435,2.471140523e-06
0.01540579022,2.534350281e-06
0.01580244232,2.599176892e-06
0.016209307,2.665661715e-06
0.01662664721,2.733847166e-06
0.01705473266,2.803776745e-06
0.01749384,2.875495065e-06
0.01794425302,2.949047882e-06
0.0184062628,3.026279477e-06
0.01888016792,3.105533665e-06
0.01936627465,3.18468228e-06
0.01986489714,3.265848103e-06
0.02037635765,3.35186763e-06
0.0209009867,3.440152835e-06
0.02143912335,3.527582891e-06
0.02199111538,3.617234946e-06
0.02255731951,3.713117723e-06
0.02313810168,3.809211835e-06
0.02373383722,3.907792827e-06
0.02434491113,4.008925059e-06
0.02497171833,4.112674556e-06
0.0256146639,4.219109051e-06
0.02627416336,4.328298031e-06
0.02695064292,4.440312782e-06
0.02764453976,4.558189154e-06
0.02835630233,4.676510605e-06
0.02908639061,4.797903444e-06
0.02983527645,4.922447397e-06
0.0306034438,5.050224261e-06
0.03139138913,5.181317957e-06
0.03219962164,5.319579078e-06
0.03302866367,5.461529633e-06
0.03387905101,5.602011976e-06
0.03475133323,5.749559909e-06
0.03564607405,5.900994015e-06
0.03656385172,6.05641665e-06
0.03750525937,6.215932867e-06
0.03847090539,6.379650482e-06
0.03946141385,6.547680155e-06
0.04047742488,6.720135457e-06
0.04151959509,6.897132953e-06
0.04258859801,7.078792276e-06
0.0436851245,7.265236213e-06
0.0448098832,7.456590781e-06
0.045963601,7.652985318e-06
0.04714702351,7.85455257e-06
0.04836091555,8.061428778e-06
0.0496060616,8.27375377e-06
0.05088326637,8.491671059e-06
0.05219335526,8.715327936e-06
0.05353717494,8.944875574e-06
0.05491559389,9.180469126e-06
0.05632950291,9.42226783e-06
0.05777981578,9.67635646e-06
0.05926746978,9.931481957e-06
0.06079342634,1.019333406e-05
0.06235867162,1.046209012e-05
0.06396421719,1.073793216e-05
0.06561110066,1.102104702e-05
0.06730038636,1.131162644e-05
0.06903316601,1.160986725e-05
0.07081055945,1.192382653e-05
0.07263371536,1.223918939e-05
0.07450381196,1.256289301e-05
0.07642205785,1.289515798e-05
0.07838969272,1.323621074e-05
0.08040798818,1.35862837e-05
0.08247824859,1.394561544e-05
0.0846018119,1.431445082e-05
0.08678005048,1.469304122e-05
0.08901437206,1.509033435e-05
0.09130622061,1.549837011e-05
0.09365707727,1.590044805e-05
0.09606846131,1.632341592e-05
0.09854193113,1.675763516e-05
0.1010790853,1.720340507e-05
0.1036815634,1.76610329e-05
0.1063510474,1.81308341e-05
0.1090892624,1.861313248e-05
0.1118979781,1.910826048e-05
0.1147790097,1.961655938e-05
0.1177342191,2.012694548e-05
0.1207655161,2.065061086e-05
0.1238748598,2.121081533e-05
0.1270642595,2.177212818e-05
0.1303357766,2.234829534e-05
0.1336915253,2.293970992e-05
0.1371336742,2.354677541e-05
0.140664448,2.416990599e-05
0.1442861285,2.480952679e-05
0.1480010561,2.546607422e-05
0.1518116319,2.615460437e-05
0.1557203183,2.686175042e-05
0.1597296415,2.755928156e-05
0.1638421925,2.829261712e-05
0.1680606291,2.90454663e-05
0.1723876777,2.981834833e-05
0.1768261345,3.061179627e-05
0.1813788681,3.142635738e-05
0.1860488207,3.22282024e-05
0.1908390103,3.305050653e-05
0.1957525326,3.373399043e-05
0.2007925632,3.400961065e-05
0.2059623592,3.285115589e-05
0.2112652617,3.120531872e-05
0.2167046977,3.087408415e-05
0.2222841826,3.092910281e-05
0.2280073223,3.11503055e-05
0.2338778153,3.15067999e-05
