MAp,eps,omegah2,xf,method,ncalls
2.2500939782e-01,3.5561767330e-04,1.2100000000e-01,1.9600000000e+01,refine,2
2.2838402272e-01,3.4389410732e-04,1.2100000000e-01,1.9600000000e+01,refine,2
2.3180925926e-01,3.2727501870e-04,1.2100000000e-01,1.9600000000e+01,refine,2
2.3528586649e-01,3.0941203523e-04,1.2000000000e-01,1.9600000000e+01,refine,2
2.3881461485e-01,3.0392467882e-04,1.2000000000e-01,1.9500000000e+01,refine,2
2.4239628635e-01,3.0614123805e-04,1.2000000000e-01,1.9600000000e+01,refine,1
2.4603167470e-01,3.1061403513e-04,1.2000000000e-01,1.9600000000e+01,refine,1
2.4972158554e-01,3.1515218086e-04,1.2000000000e-01,1.9600000000e+01,refine,2
2.5346683659e-01,3.1975662998e-04,1.2000000000e-01,1.9600000000e+01,refine,2
2.5726825780e-01,3.2229608003e-04,1.2100000000e-01,1.9600000000e+01,refine,1
2.6112669162e-01,3.2721549584e-04,1.2100000000e-01,1.9600000000e+01,refine,1
2.6504299309e-01,3.3220999990e-04,1.2100000000e-01,1.9600000000e+01,refine,1
2.6901803011e-01,3.3728073834e-04,1.2100000000e-01,1.9600000000e+01,refine,1
2.7305268356e-01,3.4242887478e-04,1.2100000000e-01,1.9700000000e+01,refine,1
2.7714784756e-01,3.4765559059e-04,1.2100000000e-01,1.9700000000e+01,refine,1
2.8130442963e-01,3.5296208518e-04,1.2100000000e-01,1.9700000000e+01,refine,1
2.8552335090e-01,3.5834957627e-04,1.2100000000e-01,1.9700000000e+01,refine,1
2.8980554631e-01,3.6381930016e-04,1.2000000000e-01,1.9700000000e+01,refine,1
2.9415196482e-01,3.6937251202e-04,1.2000000000e-01,1.9800000000e+01,refine,1
2.9856356965e-01,3.7501048619e-04,1.2000000000e-01,1.9800000000e+01,refine,1
3.0304133844e-01,3.8073451644e-04,1.2000000000e-01,1.9800000000e+01,refine,1
3.0758626348e-01,3.8654591630e-04,1.2000000000e-01,1.9800000000e+01,refine,1
3.1219935198e-01,3.9244601937e-04,1.2000000000e-01,1.9800000000e+01,refine,1
3.1688162622e-01,3.9843617956e-04,1.2000000000e-01,1.9800000000e+01,refine,1
3.2163412384e-01,4.0451777148e-04,1.2000000000e-01,1.9900000000e+01,refine,1
3.2645789802e-01,4.1069219072e-04,1.2000000000e-01,1.9900000000e+01,refine,1
3.3135401775e-01,4.1696085416e-04,1.2000000000e-01,1.9900000000e+01,refine,1
3.3632356805e-01,4.2332520031e-04,1.2000000000e-01,1.9900000000e+01,refine,1
3.4136765021e-01,4.2978668963e-04,1.2000000000e-01,1.9900000000e+01,refine,2
3.4648738203e-01,4.3634680489e-04,1.2000000000e-01,1.9900000000e+01,refine,2
3.5168389808e-01,4.4009543427e-04,1.2100000000e-01,1.9900000000e+01,refine,1
3.5695834996e-01,4.4710064810e-04,1.2100000000e-01,2.0000000000e+01,refine,1
3.6231190651e-01,4.5421736734e-04,1.2100000000e-01,2.0000000000e+01,refine,1
3.6774575414e-01,4.6144736688e-04,1.2100000000e-01,2.0000000000e+01,refine,1
3.7326109702e-01,4.6879244985e-04,1.2100000000e-01,2.0000000000e+01,refine,1
3.7885915739e-01,4.7625444809e-04,1.2100000000e-01,2.0000000000e+01,refine,1
3.8454117583e-01,4.8383522259e-04,1.2100000000e-01,2.0000000000e+01,refine,1
3.9030841151e-01,4.9153666399e-04,1.2000000000e-01,2.0100000000e+01,refine,1
3.9616214251e-01,4.9936069298e-04,1.2000000000e-01,2.0100000000e+01,refine,1
4.0210366604e-01,5.0730926087e-04,1.2000000000e-01,2.0100000000e+01,refine,2
4.0813429879e-01,5.1538434999e-04,1.2000000000e-01,2.0100000000e+01,refine,2
4.1425537721e-01,5.2014674740e-04,1.2100000000e-01,2.0100000000e+01,refine,1
4.2046825777e-01,5.2876648584e-04,1.2100000000e-01,2.0100000000e+01,refine,1
4.2677431728e-01,5.3752906836e-04,1.2100000000e-01,2.0100000000e+01,refine,1
4.3317495322e-01,5.4643686216e-04,1.2100000000e-01,2.0200000000e+01,refine,1
4.3967158402e-01,5.5549227363e-04,1.2000000000e-01,2.0200000000e+01,refine,2
4.4626564939e-01,5.6469774905e-04,1.2000000000e-01,2.0200000000e+01,refine,2
4.5295861061e-01,5.7028285411e-04,1.2100000000e-01,2.0200000000e+01,refine,1
4.5975195090e-01,5.8010678611e-04,1.2100000000e-01,2.0200000000e+01,refine,2
4.6664717571e-01,5.9009994930e-04,1.2000000000e-01,2.0200000000e+01,refine,2
4.7364581308e-01,5.9632007869e-04,1.2100000000e-01,2.0200000000e+01,refine,1
4.8074941396e-01,6.0698318712e-04,1.2100000000e-01,2.0300000000e+01,refine,1
4.8795955256e-01,6.1783696811e-04,1.2000000000e-01,2.0300000000e+01,refine,2
4.9527782670e-01,6.2888483119e-04,1.2000000000e-01,2.0300000000e+01,refine,1
5.0270585817e-01,6.3592305819e-04,1.2100000000e-01,2.0300000000e+01,refine,2
5.1024529307e-01,6.4304005419e-04,1.2100000000e-01,2.0300000000e+01,refine,1
5.1789780221e-01,6.5496011244e-04,1.2100000000e-01,2.0300000000e+01,refine,2
5.2566508143e-01,6.6710113327e-04,1.2000000000e-01,2.0300000000e+01,refine,1
5.3354885203e-01,6.7500148594e-04,1.2100000000e-01,2.0300000000e+01,refine,2
5.4155086111e-01,6.8299540100e-04,1.2100000000e-01,2.0400000000e+01,refine,1
5.4967288196e-01,6.9610411864e-04,1.2100000000e-01,2.0400000000e+01,refine,2
5.5791671451e-01,7.0946443164e-04,1.2000000000e-01,2.0400000000e+01,refine,1
5.6628418563e-01,7.1832879402e-04,1.2000000000e-01,2.0400000000e+01,refine,2
5.7477714963e-01,7.2730391166e-04,1.2100000000e-01,2.0400000000e+01,refine,2
5.8339748861e-01,7.4174041835e-04,1.2000000000e-01,2.0500000000e+01,refine,1
5.9214711290e-01,7.5149170365e-04,1.2000000000e-01,2.0500000000e+01,refine,1
6.0102796149e-01,7.6137118417e-04,1.2100000000e-01,2.0500000000e+01,refine,2
