# moller_scan.py, channels = all, omega_fun = omega_of_gg
# alphaD = 0.5, mchi_over_ma = 0.53, Omega_target = 0.265
# 300 of 300 masses solved in 512 ODE integrations, 131 s
MAp,eps
0.01,4.226895879e-06
0.0102574695,4.333030327e-06
0.01052156805,4.441829738e-06
0.01079246633,4.553361027e-06
0.01107033941,4.664512812e-06
0.01135536688,4.778377916e-06
0.01164773294,4.900389736e-06
0.01194762653,5.025517025e-06
0.01225524147,5.148200308e-06
0.01257077655,5.276976508e-06
0.0128944357,5.408973894e-06
0.01322642809,5.544273041e-06
0.01356696827,5.682956537e-06
0.01391627631,5.825109038e-06
0.01427457798,5.975018114e-06
0.01464210482,6.128785098e-06
0.01501909435,6.286509273e-06
0.01540579022,6.448292476e-06
0.01580244232,6.614239167e-06
0.016209307,6.789820986e-06
0.01662664721,6.970063805e-06
0.01705473266,7.150934712e-06
0.01749384,7.336499161e-06
0.01794425302,7.532483112e-06
0.0184062628,7.733702489e-06
0.01888016792,7.934377133e-06
0.01936627465,8.140258896e-06
0.01986489714,8.358324816e-06
0.02037635765,8.582232411e-06
0.0209009867,8.804528941e-06
0.02143912335,9.032583384e-06
0.02199111538,9.275194569e-06
0.02255731951,9.524322182e-06
0.02313810168,9.770456556e-06
0.02373383722,1.002295171e-05
0.02434491113,1.029289674e-05
0.02497171833,1.056400072e-05
0.0256146639,1.08422453e-05
0.02627416336,1.112781855e-05
0.02695064292,1.142091349e-05
0.02764453976,1.172172825e-05
0.02835630233,1.203046614e-05
0.02908639061,1.234733586e-05
0.02983527645,1.26725516e-05
0.0306034438,1.301390643e-05
0.03139138913,1.336445618e-05
0.03219962164,1.371477421e-05
0.03302866367,1.407427501e-05
0.03387905101,1.445632251e-05
0.03475133323,1.484874073e-05
0.03564607405,1.523804565e-05
0.03656385172,1.563755737e-05
0.03750525937,1.606382175e-05
0.03847090539,1.649249977e-05
0.03946141385,1.693261746e-05
0.04047742488,1.73844801e-05
0.04151959509,1.784840112e-05
0.04258859801,1.83247023e-05
0.0436851245,1.881371402e-05
0.0448098832,1.931577547e-05
0.045963601,1.98312349e-05
0.04714702351,2.036044984e-05
0.04836091555,2.090378737e-05
0.0496060616,2.146162438e-05
0.05088326637,2.203434778e-05
0.05219335526,2.262235484e-05
0.05353717494,2.322605341e-05
0.05491559389,2.385926492e-05
0.05632950291,2.450973966e-05
0.05777981578,2.515051714e-05
0.05926746978,2.58237152e-05
0.06079342634,2.65149326e-05
0.06235867162,2.722465166e-05
0.06396421719,2.79533676e-05
0.06561110066,2.870158891e-05
0.06730038636,2.946983769e-05
0.06903316601,3.025865001e-05
0.07081055945,3.106857628e-05
0.07263371536,3.190018166e-05
0.07450381196,3.275404643e-05
0.07642205785,3.36307664e-05
0.07838969272,3.453095334e-05
0.08040798818,3.545523536e-05
0.08247824859,3.640425743e-05
0.0846018119,3.737868175e-05
0.08678005048,3.837918827e-05
0.08901437206,3.94064751e-05
0.09130622061,4.046125909e-05
0.09365707727,4.154427624e-05
0.09606846131,4.265628225e-05
0.09854193113,4.379805308e-05
0.1010790853,4.497038541e-05
